ACCOMMODATION_CODE,ACCOMMODATION_NAME,ACCOMMODATION_TYPE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_CHANNEL,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_SIZE,CONTRACT_TYPE,CONTRACT_DATE,PLANNING_CODES,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_REVIEW_SCORE,OWNER_ID,OWNER_TYPE,OWNER_COMPANY_NAME,HOMEOWNER_CREATION_DATE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_WEBSITE
DOS08058-F,Landhaus Anemone,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Rankwitz,17406,53.95429,13.918168,4,0,60.0,Net,,DOS08058-F-01,"4468139,446813902,13512061",,2963180.0,,9.6,1048415,Private Homeowner,,2021-09-24,DE,DE,Ducherow,17398,
DOS08059-F,Landhaus Bibernelle,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Rankwitz,17406,53.9542,13.918336,4,0,70.0,Net,,DOS08059-F-01,"4468109,446810902,13512063",,2963185.0,,9.2,1048415,Private Homeowner,,2021-09-24,DE,DE,Ducherow,17398,
DOS08066-P,Trassenheide-Ferienwohnung EG rechts,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.09171,13.853324,4,2,67.0,Gross,2024-05-08,DOS08066-P-01,,"1421120128576928538,1421120128576928538",2963189.0,,8.9,1045012,Private Homeowner,,2021-09-24,DE,DE,Woldegk,17348,
DOS08067-DYA,,Holiday home,Holiday home,W,,Germany,,Trassenheide,17449,54.085787,13.864722,2,0,80.0,Net,,DOS08067-DYA-01,,,,,,55,Local Office,,,DE,DE,,,
DOS08070-FYA,FH für 6 Pers Typ 1,Holiday home,Holiday home,D,,Germany,Baltic Sea Region,Bansin,17429,53.96139,14.133175,6,1,120.0,Gross,2024-10-01,DOS08070-FYA-01,,"1513800600271692240,1513800600271692240",5306843.0,,8.7,1045059,,,2021-09-24,DE,DE,Ostseebad Heringsdorf\\\\\\\/Ahlbeck,17419,https://aufnachusedom.de/
DOS08073-CYA,Im 1 OG,Apartment,Apartment,DP,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.095569,13.877431,4,0,65.0,Net,2022-08-08,DOS08073-CYA-01,"4715981,471598102,14012941","48102062,1841395",2963198.0,,8.2,1045098,Private Homeowner,,2021-09-24,DE,DE,Burg Stargard / Bargensdorf,17094,
DOS08073-DYB,Im 2 OG,Apartment,Apartment,DP,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.095569,13.877431,4,0,70.0,Net,2022-08-08,DOS08073-DYB-01,"4715984,471598402,14012944","48102067,1841396",2963204.0,,8.5,1045098,Private Homeowner,,2021-09-24,DE,DE,Burg Stargard / Bargensdorf,17094,
DOS08073-DYC,Im EG,Apartment,Apartment,DP,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.095569,13.877431,3,0,60.0,Net,2022-08-08,DOS08073-DYC-01,"4715985,471598502,14012947","48102072,1841397",2963209.0,,8.8,1045098,Private Homeowner,,2021-09-24,DE,DE,Burg Stargard / Bargensdorf,17094,
DOS08076-CYA,EG rechts 50 qm,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.0961,13.876554,4,0,50.0,Gross,2024-08-28,DOS08076-CYA-01,,"1218726213500748630,1218726213500748630",2963214.0,,8.8,1045119,,,2021-09-24,DE,DE,"Wuthenow, OT von Neuruppin",16818,
DOS08076-CYB,OG rechts 50 qm,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.095738,13.877641,4,0,50.0,Gross,2024-08-28,DOS08076-CYB-01 - DOS08076-CYB-02,,"1216612664475753768,1216612664475753768",2963218.0,,8.8,1045119,,,2021-09-24,DE,DE,"Wuthenow, OT von Neuruppin",16818,
DOS08076-CYC,EG links 50 qm,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.096099,13.87653,4,1,50.0,Gross,2024-08-28,DOS08076-CYA-02 - DOS08076-CYC-01,,"568022231737850213,2303901",5306531.0,,8.5,1045119,,,2021-09-24,DE,DE,"Wuthenow, OT von Neuruppin",16818,
DOS08076-CYD,OG links 50 qm,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.095738,13.877641,4,0,50.0,Gross,2025-10-16,DOS08076-CYD-01,"15113638,1511363801,59147260","1534837182556232181,1534837182556232181",,,,1045119,,,2021-09-24,DE,DE,"Wuthenow, OT von Neuruppin",16818,
DOS08086-F,,Holiday home,Holiday home,W,,Germany,,Neeberg,0,45.300327,-122.976132,2,0,80.0,Net,,DOS08086-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS08089-BYA,Räuberkuhle Koserow,Bungalow,Bungalow,D,,Germany,Mecklenburg Western Pomerania,Koserow,17459,54.045419,14.006927,4,0,50.0,Gross,2025-01-10,DOS08089-BYA-01 - DOS08089-BYA-02 - DOS08089-BYA-03,,"48102088,1841400",2963222.0,,8.3,1045255,Private Homeowner,,2021-09-24,DE,DE,Ückeritz,17459,
DOS08093-F,Ferienhaus Lotosblume,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Zirchow,17419,53.873805,14.143104,6,2,93.0,Net,2024-10-21,DOS08093-F-01,,"48102089,1841401",2963226.0,,8.5,1045365,Private Homeowner,,2021-09-24,DE,DE,Dresden,01129,
DOS08094-B,"Bungalow, Ückeritz-",Bungalow,Bungalow,DP,,Germany,Mecklenburg Western Pomerania,Ückeritz,17459,54.018394,14.049014,2,0,44.0,Net,,DOS08094-B-01,"4467798,446779802,13512066","48102090,1841402",2963231.0,,8.5,1045395,,,2021-09-24,DE,DE,Ückeritz,17459,
DOS08096-P,Sonnenterrasse Im EG Goethestr 10,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Ahlbeck,17419,53.944225,14.183342,2,0,30.0,Gross,2024-07-03,DOS08096-P-01,,"48102091,1841403",2963235.0,,8.8,1044718,Private Homeowner,,2021-09-24,DE,DE,Heringsdorf OT Ahlbeck,17419,
DOS08097-P,Fewo Neels Zeltplatzstr 5 56 qm,Apartment,Apartment,W,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.092939,13.878412,6,0,56.0,Gross,2024-06-17,DOS08097-P-01,,,2963239.0,,8.5,1045475,Private Homeowner,,2021-09-24,DE,DE,Neubrandenburg,17033,
DOS081001-CYA,,Holiday home,Holiday home,W,,Germany,,Trassenheide,17449,54.085787,13.864722,2,0,80.0,Net,,DOS081001-CYA-01,,,2963244.0,,,55,Local Office,,,DE,DE,,,
DOS081002-F,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081002-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS081003-F,"holiday home, Rankwitz-FH Seeschwalbe",Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Rankwitz,17406,53.977867,13.961545,8,0,250.0,Net,,DOS081003-F-01,"4468111,446811102,13512071","48102096,1841405",2963251.0,,,1047162,,,2021-09-24,DE,DE,Halberstadt,28820,
DOS081006-F,Ferienhaus in Zinnowitz,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Zinnowitz,17454,54.070163,13.915289,2,0,70.0,Gross,2024-06-04,DOS081006-F-01,,"48102098,1841406",2963258.0,,8.7,1047221,Private Homeowner,,2021-09-24,DE,DE,Zinnowitz,17454,
DOS081007-F,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081007-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS081007-FYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081007-FYA-01,,,2963262.0,,,55,Local Office,,,DE,DE,,,
DOS081007-FYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081007-FYB-01,,,2963268.0,,,55,Local Office,,,DE,DE,,,
DOS081007-FYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081007-FYC-01,,,2963275.0,,,55,Local Office,,,DE,DE,,,
DOS081007-FYD,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081007-FYD-01,,,2963281.0,,,55,Local Office,,,DE,DE,,,
DOS081007-FYE,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081007-FYE-01,,,2963287.0,,,55,Local Office,,,DE,DE,,,
DOS081008-FYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081008-FYA-01,,,2963293.0,,,55,Local Office,,,DE,DE,,,
DOS081008-FYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081008-FYB-01,,,2963299.0,,,55,Local Office,,,DE,DE,,,
DOS081008-FYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081008-FYC-01,,,2963305.0,,,55,Local Office,,,DE,DE,,,
DOS081008-FYD,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081008-FYD-01,,,2963313.0,,,55,Local Office,,,DE,DE,,,
DOS081009-CYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081009-CYA-01,,,2963319.0,,,55,Local Office,,,DE,DE,,,
DOS081009-CYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081009-CYB-01,,,2963326.0,,,55,Local Office,,,DE,DE,,,
DOS081009-DYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081009-DYC-01,,,2963332.0,,,55,Local Office,,,DE,DE,,,
DOS081010-EYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081010-EYA-01,,,2963339.0,,,55,Local Office,,,DE,DE,,,
DOS081011-L,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081011-L-01,,,2963346.0,,,55,Local Office,,,DE,DE,,,
DOS081011-LYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081011-LYA-01,,,2992392.0,,,55,Local Office,,,DE,DE,,,
DOS081011-LYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081011-LYB-01,,,2992393.0,,,55,Local Office,,,DE,DE,,,
DOS081011-LYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081011-LYC-01,,,2992394.0,,,55,Local Office,,,DE,DE,,,
DOS081012-F,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081012-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS081012-FYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081012-FYA-01,,,2963352.0,,,55,Local Office,,,DE,DE,,,
DOS081012-FYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081012-FYB-01,,,2963354.0,,,55,Local Office,,,DE,DE,,,
DOS081012-FYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081012-FYC-01,,,2963359.0,,,55,Local Office,,,DE,DE,,,
DOS081013-F,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081013-F-01,,,,,,55,Local Office,,,DE,DE,,,
DOS081013-FYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081013-FYA-01,,,2963363.0,,,55,Local Office,,,DE,DE,,,
DOS081013-FYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081013-FYB-01,,,2963367.0,,,55,Local Office,,,DE,DE,,,
DOS081013-FYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081013-FYC-01,,,2963371.0,,,55,Local Office,,,DE,DE,,,
DOS081014-P,FW mit 42 qm,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Zinnowitz,17454,54.0816,13.9072,3,0,42.0,Gross,2024-05-31,DOS081014-P-01,,"1470857142449960594,1470857142449960594",2963376.0,,9.2,1047328,Private Homeowner,,2021-09-24,DE,DE,Lütow OT Neuendorf,17440,
DOS081015-EYA,Appartement 5,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Lütow,17440,54.032475,13.890047,7,1,86.0,Gross,2024-06-03,DOS081015-EYA-01,,"1513800634629822451,1513800634629822451",5504393.0,,8.4,1047328,Private Homeowner,,2021-09-24,DE,DE,Lütow OT Neuendorf,17440,
DOS081016-F,Ferienhaus in Sauzin,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Sauzin,17440,54.0467,13.7911,4,0,50.0,Gross,2022-08-25,DOS081016-F-01,"4467803,446780302,13512077",,2963384.0,,8.7,1047330,Private Homeowner,,2021-09-24,DE,DE,Sauzin,17440,
DOS081017-F,Am Yachthafen 4 Knauer,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081017-F-01,"4468112,446811202,13512078",,2963389.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081018-LYA,"Semi-detached house, Ückeritz-DHH rechts-DHH rechts",Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Ückeritz,17459,54.001766,14.045663,6,0,90.0,Gross,,DOS081018-LYA-01,"4747709,474770902,14013038","48102115,1841410",2963394.0,,,1048126,,,2021-09-24,DE,DE,Bad Köstritz,07586,
DOS081019-L,Doppelhaushälfte Dock No 70,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Zirchow,17419,53.873174,14.143549,4,0,65.0,Net,2024-10-25,DOS081019-L-01,,"48102118,1841411",2963398.0,,8.0,1047352,,,2021-09-24,DE,DE,Neuss,41464,
DOS081020-DYA,,Holiday home,Holiday home,W,,Germany,,Lütow,0,54.013859,13.878623,2,0,80.0,Net,,DOS081020-DYA-01,,,2963402.0,,,55,Local Office,,,DE,DE,,,
DOS081020-DYB,,Holiday home,Holiday home,W,,Germany,,Lütow,0,54.013859,13.878623,2,0,80.0,Net,,DOS081020-DYB-01,,,2963409.0,,,55,Local Office,,,DE,DE,,,
DOS081020-DYC,,Holiday home,Holiday home,W,,Germany,,Lütow,0,54.013859,13.878623,2,0,80.0,Net,,DOS081020-DYC-01,,,2963418.0,,,55,Local Office,,,DE,DE,,,
DOS081020-P,Appartement 1,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Lütow,17440,54.032578,13.889749,5,1,72.0,Gross,2024-06-03,DOS081020-P-01,,"1485383961891649102,1485383961891649102",5087872.0,,8.6,1047328,Private Homeowner,,2021-09-24,DE,DE,Lütow OT Neuendorf,17440,
DOS081020-QYD,,Holiday home,Holiday home,W,,Germany,,Lütow,0,54.013859,13.878623,2,0,80.0,Net,,DOS081020-QYD-01,,,2963427.0,,,55,Local Office,,,DE,DE,,,
DOS081021-DYA,EG Rechts Haus 4 Nr 10,Apartment,Apartment,D,,Germany,Mecklenburg Western Pomerania,Trassenheide,17449,54.092928,13.878461,4,0,56.0,Net,2024-06-17,DOS081021-DYA-01,,"48102123,1841412",2963437.0,,8.5,1048441,Private Homeowner,,2021-09-24,DE,DE,Scheeßel,27383,
DOS081022-FYA,Häuser 1-12 / ab 2022 einzelne Codierungen,Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Lütow,17440,54.008892,13.871952,4,0,24.0,Gross,,DOS081022-FYA-01 - DOS081022-FYA-02 - DOS081022-FYA-03 - DOS081022-FYA-04 - DOS081022-FYA-05 - DOS081022-FYA-06 - DOS081022-FYA-07 - DOS081022-FYA-08 - DOS081022-FYA-09 - DOS081022-FYA-10 - DOS081022-FYA-11 - DOS081022-FYA-12,"4716016,471601602,14013051","48102131,1841413",2963440.0,,,1047411,,,2021-09-24,DE,DE,Lütow,17440,
DOS081022-FYB,Haus 1,Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Lütow,17440,54.008892,13.871952,2,0,24.0,Gross,2022-11-16,DOS081022-FYB-01,"8189770,818977002,25568301","54353753,2248211",2963447.0,,,1047411,,,2021-09-24,DE,DE,Lütow,17440,
DOS081022-FYC,Haus 1,Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Lütow,17440,54.008892,13.871952,3,0,24.0,Gross,2022-11-16,DOS081022-FYB-01,"8252726,825272602,25825606","54353760,2248212",5187585.0,,,1047411,,,2021-09-24,DE,DE,Lütow,17440,
DOS081023-LYA,Doppelhaushälfte Bansin,Holiday home,Holiday home,D,,Germany,Baltic Sea Region,Bansin,17429,53.96139,14.133175,5,1,110.0,Gross,2024-10-01,DOS081023-LYA-01,,"1421119668922656567,1421119668922656567",5504379.0,,9.0,1045059,,,2021-09-24,DE,DE,Ostseebad Heringsdorf\\\\\\\/Ahlbeck,17419,https://aufnachusedom.de/
DOS081024-CYA,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081024-CYA-01,,,2963458.0,,,55,Local Office,,,DE,DE,,,
DOS081024-CYC,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081024-CYC-01,,,2963464.0,,,55,Local Office,,,DE,DE,,,
DOS081024-CYD,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081024-CYD-01,,,2963468.0,,,55,Local Office,,,DE,DE,,,
DOS081024-DYB,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081024-DYB-01,,,2963475.0,,,55,Local Office,,,DE,DE,,,
DOS081025-CYA,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-CYA-01,,,2963482.0,,,55,Local Office,,,DE,DE,,,
DOS081025-CYB,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-CYB-01,,,2963485.0,,,55,Local Office,,,DE,DE,,,
DOS081025-CYD,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-CYD-01,,,2963492.0,,,55,Local Office,,,DE,DE,,,
DOS081025-CYE,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-CYE-01,,,2963497.0,,,55,Local Office,,,DE,DE,,,
DOS081025-DYC,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-DYC-01,,,2963502.0,,,55,Local Office,,,DE,DE,,,
DOS081025-DYF,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-DYF-01,,,2963509.0,,,55,Local Office,,,DE,DE,,,
DOS081025-DYG,,Holiday home,Holiday home,W,,Germany,,Heringsdorf,0,53.957355,14.15416,2,0,80.0,Net,,DOS081025-DYG-01,,,2963513.0,,,55,Local Office,,,DE,DE,,,
DOS081027-CYA,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081027-CYA-01,,,2963518.0,,,55,Local Office,,,DE,DE,,,
DOS081027-CYB,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081027-CYB-01,,,5012741.0,,,55,Local Office,,,DE,DE,,,
DOS081027-CYC,,Holiday home,Holiday home,W,,Germany,,Rankwitz,17406,53.94627,13.926457,2,0,80.0,Net,,DOS081027-CYC-01,,,5012742.0,,,55,Local Office,,,DE,DE,,,
DOS081028-F,Ferienhaus Karlshagen,Holiday home,Holiday home,DP,,Germany,Mecklenburg Western Pomerania,Karlshagen,17449,54.115359,13.828228,4,0,75.0,Gross,2023-07-06,DOS081028-F-01,"4467804,446780402,13512083","48102138,1841415",5307040.0,,8.7,1047543,Private Homeowner,,2021-09-24,DE,DE,Karlshagen,17449,
DOS081029-F,Am Yachthafen 5 Knauer,Holiday home,Holiday home,W,,Germany,Mecklenburg Western Pomerania,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081029-F-01,"4468141,446814102,13512084",,2963523.0,,8.0,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS08103-F,Villa Froschkönig,Holiday home,Holiday home,D,,Germany,Mecklenburg Western Pomerania,Zirchow,17419,53.87282,14.144904,4,0,96.0,Gross,2024-06-10,DOS08103-F-01,,"1191771773004560422,1191771773004560422",2963580.0,,9.0,1045512,Private Homeowner,,2021-09-24,DE,DE,Bochum,44795,
DOS081030-F,Am Yachthafen 6 Ulitzsch,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081030-F-01,"4468144,446814402,13512086",,2963529.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081031-F,Am Yachthafen 7 YHP,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081031-F-01,"4468145,446814502,13512088",,2963534.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081032-F,Am Yachthafen 8 Schmidt,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081032-F-01,"4468146,446814602,13512089",,2963539.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081033-F,Am Yachthafen 9 Schlierkamp,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081033-F-01,"4468147,446814702,13512090",,2963543.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081034-F,Am Yachthafen 11 Radomski,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081034-F-01,"4468148,446814802,13512091",,2963548.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081035-F,Am Yachthafen 13 Röper,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081035-F-01,"4468149,446814902,13512092",,2963553.0,,8.0,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081036-F,Am Yachthafen 14 Weller,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081036-F-01,"4468150,446815002,13512093",,2963559.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081037-F,Am Yachthafen 15 Radomski,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081037-F-01,"4468151,446815102,13512094",,2963565.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081038-F,Am Yachthafen 16 Burczyk-Adelsberger,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081038-F-01,"4468152,446815202,13512096",,2963571.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081039-F,Am Yachthafen 17,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081039-F-01,"4468153,446815302,13512098",,2963575.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081040-F,Am Yachthafen 18 Schmidt,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Net,2023-08-31,DOS081040-F-01,"4468154,446815402,13512099",,2963584.0,,10.0,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081041-F,Am Yachthafen 19 YHP,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081041-F-01,"4468155,446815502,13512102",,2963589.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081042-F,Am Yachthafen 20 YHP,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081042-F-01,"4468156,446815602,13512103",,2963592.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081043-F,Am Yachthafen 21 YHP,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081043-F-01,"4468157,446815702,13512104",,2963598.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081044-F,Am Yachthafen 22 YHP,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Gross,2023-08-31,DOS081044-F-01,"4468159,446815902,13512105",,2963602.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
DOS081045-F,Am Yachthafen 23 YHP,Holiday home,Holiday home,W,,Germany,Baltic Sea Region,Peenemünde,17449,54.150365,13.758001,4,0,90.0,Net,2023-08-31,DOS081045-F-01,"4468158,446815802,13512106",,2963606.0,,8.7,1063650,Private Homeowner,,2022-11-18,DE,DE,Harsefeld,21698,well-hausboote.de
