ACCOMMODATION_CODE,ACCOMMODATION_NAME,ACCOMMODATION_TYPE,ACCOMMODATION_TYPE_NEW,ACCOMMODATION_STATUS_CODE,ACCOMMODATION_CHANNEL,ACCOMMODATION_COUNTRY,ACCOMMODATION_REGION,ACCOMMODATION_CITY,ACCOMMODATION_ZIPCODE,ACCOMMODATION_LATITUDE,ACCOMMODATION_LONGITUDE,ACCOMMODATION_NUMBER_OF_PERSONS,ACCOMMODATION_NUMBER_OF_PETS,ACCOMMODATION_SIZE,CONTRACT_TYPE,CONTRACT_DATE,PLANNING_CODES,BOOKINGCOM_ID,AIRBNB_ID,HOMEAWAY_ID,EXPEDIA_ID,ACCOMMODATION_REVIEW_SCORE,OWNER_ID,OWNER_TYPE,OWNER_COMPANY_NAME,HOMEOWNER_CREATION_DATE,OWNER_LANGUAGE_CODE,OWNER_COUNTRY_CODE,OWNER_CITY,OWNER_ZIPCODE,OWNER_WEBSITE
EIR02122-F,,Holiday home,Holiday home,W,,,,Camus Oughter,0,53.373114,-9.556381,2,0,80.0,Net,,EIR02122-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02124-F,,Holiday home,Holiday home,W,,,,Roundstone,,41.485477,-81.804604,2,0,80.0,Net,,EIR02124-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02125-I,Cottage in Roundstone Co Galway Ireland,Holiday home,Holiday home,W,,Ireland,Westirland,Roundstone,H91FV0A,53.39791,-9.919173,4,0,,Gross,2023-02-08,EIR02125-I-01,"10498591,1049859102,37426096",,2965015.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02126-F,,Holiday home,Holiday home,W,,,,Ballyconneely,,53.429277,-10.070107,2,0,80.0,Net,,EIR02126-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02127-F,,Holiday home,Holiday home,W,,,,Recess,,41.889285,-87.649059,2,0,80.0,Net,,EIR02127-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02130-F,,Holiday home,Holiday home,W,,,,Cashel,0,52.51591,-7.891583,2,0,80.0,Net,,EIR02130-F-01,,,2965022.0,,,55,Local Office,,,DE,DE,,,
EIR02131-F,"holiday home, Roundstone-355730",Cottage,Cottage,W,,Ireland,Westirland,Roundstone,,53.39471,-9.904083,5,0,,Net,,EIR02131-F-01,,,2973595.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02132-P,"Holiday flat, Roundstone-93233",Apartment,Apartment,W,,Ireland,Westirland,Roundstone,,53.39689,-9.919322,6,0,,Net,,EIR02132-P-01,,,2965030.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02133-F,Cottage in Leenane Co Galway Ireland,Cottage,Cottage,W,,Ireland,Westirland,Leenane,H91HTR9,53.607089,-9.67191,4,0,,Gross,2023-02-08,EIR02133-F-01,"10504619,1050461902,37446720",,2965034.0,,8.6,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02134-F,,Holiday home,Holiday home,W,,,,Ballyconneely,,53.429277,-10.070107,2,0,80.0,Net,,EIR02134-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02135-F,"Semi-detached house, Carraroe-394790",Holiday home,Holiday home,W,,Ireland,Westirland,Carraroe,,53.265118,-9.601429,8,0,,Net,,EIR02135-F-01,"4471235,447123502,13512195",,2965040.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02136-F,"Semi-detached house, Carraroe-394795",Holiday home,Holiday home,W,,Ireland,Westirland,Carraroe,,53.264755,-9.60119,8,0,,Net,,EIR02136-F-01,"4471236,447123602,13512197",,2965045.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02137-F,,Holiday home,Holiday home,W,,,,Ballyconneely,,53.429277,-10.070107,2,0,80.0,Net,,EIR02137-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02141-F,"holiday home, Claddaghduff-394530",Cottage,Cottage,W,,Ireland,Westirland,Claddaghduff,,53.523483,-10.119499,4,0,,Net,,EIR02141-F-01,,,2965051.0,,,1046749,,,2021-09-30,EN,IE,"Clifden, Connemara",0,www.loveconnemaracottages.com
EIR02143-F,holiday home Renvyle-Radharc na mbeann,Holiday home,Holiday home,W,,Ireland,Westirland,Renvyle,0,53.590107,-9.965811,7,0,175.0,Net,,EIR02143-F-01,"4471237,447123702,13512199",,2965059.0,,,1046777,,,2021-09-24,EN,IE,Dublin,00,
EIR02144-F,"holiday home, Tulla-Ardboula House",Holiday home,Holiday home,W,,Ireland,Westirland,Tulla,,52.894783,-8.77485,8,0,190.0,Net,,EIR02144-F-01,,,2965064.0,,,1046798,,,2021-09-24,EN,IE,Clare,V95EC95,ardboula.com
EIR02146-F,holiday home Ballyvaughan-Aggies Cottage Type A,Holiday home,Holiday home,W,,Ireland,Westirland,Ballyvaughan,H91 YD68,53.11502,-9.14857,4,0,95.0,Net,2022-11-01,EIR02146-F-01,"4471238,447123802,13512203",,2965072.0,,7.1,1046809,,,2021-09-24,EN,IE,Ballyvaughan,H91YD68,
EIR02147-P,"Holiday flat, Cooloorta-Burren cottage",Apartment,Apartment,W,,Ireland,Westirland,Cooloorta,00,53.02234,-8.98488,6,0,110.0,Net,2022-02-02,EIR02147-P-01,,,2965077.0,,,1046813,,,2021-09-24,EN,IE,"Corofin, Co. Clare",00,www.mullaghmore-burren.com
EIR02149-F,,Holiday home,Holiday home,W,,,,Scarriff,0,52.90885,-8.533109,2,0,80.0,Net,,EIR02149-F-01,,,2965082.0,,,55,Local Office,,,DE,DE,,,
EIR02150-I,,Holiday home,Holiday home,W,,,,Roundstone,,41.485477,-81.804604,2,0,80.0,Net,,EIR02150-I-01,,,,,,55,Local Office,,,DE,DE,,,
EIR02152-F,,Holiday home,Holiday home,W,,,,Claddaghduff,,53.543501,-10.138169,2,0,80.0,Net,,EIR02152-F-01,,,2965962.0,,,55,Local Office,,,DE,DE,,,
EIR02153-F,,Holiday home,Holiday home,W,,,,Rosscahill,0,53.38712,-9.24623,2,0,80.0,Net,,EIR02153-F-01,,,2965087.0,,,55,Local Office,,,DE,DE,,,
EIR03005-LYA,"Semi-detached houses Sunnyhill Holiday Homes, Kenmare-Sunny Hill",Holiday home,Holiday home,W,,Ireland,Südirland,Kenmare,,51.886818,-9.581964,6,0,,Net,2022-01-24,EIR03005-LYA-01,,,2965091.0,,8.7,1044948,,,2021-09-24,EN,IE,Kenmare,V93XT57,www.dreamireland.com
EIR03007-LYA,,Holiday home,Holiday home,W,,,,Waterville,0,44.552011,-69.631712,2,0,80.0,Net,,EIR03007-LYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03010-DYA,"Apartments Ardnagashel, Ballylickey-529753",angler house,angler house,W,,Ireland,Südirland,Ballylickey,,51.72136,-9.474477,4,0,,Net,,EIR03010-DYA-01,,,2965096.0,,7.7,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR03010-DYB,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03010-DYB-01,,,2965102.0,,,55,Local Office,,,DE,DE,,,
EIR03010-DYC,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03010-DYC-01,,,2965107.0,,,55,Local Office,,,DE,DE,,,
EIR03010-DYD,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03010-DYD-01,,,2965110.0,,,55,Local Office,,,DE,DE,,,
EIR03010-DYE,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03010-DYE-01,,,5010828.0,,,55,Local Office,,,DE,DE,,,
EIR03011-FYA,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03011-FYA-01,,,2965115.0,,,55,Local Office,,,DE,DE,,,
EIR03011-FYB,"Holiday homes Ardnagashel Woods, Ballylickey-533349",Holiday home,Holiday home,W,,Ireland,Südirland,Ballylickey,,51.720924,-9.477148,8,0,,Net,,EIR03011-FYB-01,,,2965120.0,,9.0,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR03011-FYC,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03011-FYC-01,,,2998565.0,,,55,Local Office,,,DE,DE,,,
EIR03032-FYA,,Holiday home,Holiday home,W,,,,Sneem,,51.837394,-9.898325,2,0,80.0,Net,,EIR03032-FYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03040-LYA,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR03040-LYA-01,,,2965123.0,,,55,Local Office,,,DE,DE,,,
EIR03040-LYB,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR03040-LYB-01,,,2965130.0,,,55,Local Office,,,DE,DE,,,
EIR03040-LYC,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR03040-LYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03040-LYD,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR03040-LYD-01,,,5006133.0,,,55,Local Office,,,DE,DE,,,
EIR03040-LYE,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR03040-LYE-01,,,5006135.0,,,55,Local Office,,,DE,DE,,,
EIR03060-IYA,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR03060-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03066-IYA,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR03066-IYA-01,,,2965138.0,,,55,Local Office,,,DE,DE,,,
EIR03066-IYB,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR03066-IYB-01,,,2965144.0,,,55,Local Office,,,DE,DE,,,
EIR03068-FYA,"Cottages Killarney Lakeland, Killarney-Cottage Torc",Holiday home,Holiday home,IV,,Ireland,Südirland,Killarney,,52.031006,-9.481633,4,0,,Exclusive revenue management flexibility (FME),2022-01-24,EIR03068-FYA-01,"4716100,471610002,14013256","48265169,1858220",2965147.0,,9.0,1045298,,,2021-09-24,EN,IE,"Killarney, Co. Kerry",0,www.killarneycottages.com
EIR03068-FYB,"Cottages Killarney Lakeland, Killarney-Cottage Dinis",Holiday home,Holiday home,IV,,Ireland,Südirland,Killarney,,52.031006,-9.481633,6,0,,Net,2021-12-09,EIR03068-FYB-01,"4716101,471610102,14013258","48265173,1858221",2965152.0,,8.5,1045298,,,2021-09-24,EN,IE,"Killarney, Co. Kerry",0,www.killarneycottages.com
EIR03070-LYA,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR03070-LYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03071-IYA,,Holiday home,Holiday home,W,,,,Shanagarry,,51.852712,-8.029925,2,0,80.0,Net,,EIR03071-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03071-IYB,,Holiday home,Holiday home,W,,,,Shanagarry,,51.852712,-8.029925,2,0,80.0,Net,,EIR03071-IYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03071-IYC,"Terraced Houses Shanagarry Holiday Village, Shanagarry-533488",Apartment,Apartment,W,,Ireland,Südirland,Shanagarry,,51.85583,-8.032062,7,0,,Net,,EIR03071-IYC-01,,,5090776.0,,8.0,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR03073-LYA,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR03073-LYA-01,,,2965157.0,,,55,Local Office,,,DE,DE,,,
EIR03076-DYA,"Holiday resort Parknasilla Resort & Spa, Sneem-Parknasilla App. 2 bedroom/Courtyard Lodges",Apartment,Apartment,W,,Ireland,Südwestirland,Sneem,,51.817417,-9.874118,4,0,,Net,,EIR03076-DYA-01,,,2965163.0,,8.3,1045914,,,2021-09-24,EN,IE,Co. Kerry,-,
EIR03078-F,,Holiday home,Holiday home,W,,,,Glengarriff,0,51.750028,-9.552222,2,0,80.0,Net,,EIR03078-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03080-IYA,,Holiday home,Holiday home,W,,,,Glengariff,0,40.882674,-73.636289,2,0,80.0,Net,,EIR03080-IYA-01,,,2965165.0,,,55,Local Office,,,DE,DE,,,
EIR03083-LYA,Semi-detached villa at The Woodland Villas Parknasilla Resort Sneem Co Kerry,Holiday home,Holiday home,W,,Ireland,Südirland,Sneem,,51.81775,-9.873894,6,0,,Net,2022-11-30,EIR03083-LYA-01,"4716102,471610202,14013260",,2965170.0,,8.5,1044948,,,2021-09-24,EN,IE,Kenmare,V93XT57,www.dreamireland.com
EIR03086-IYA,,Holiday home,Holiday home,W,,,,Schull,0,51.526867,-9.54798,2,0,80.0,Net,,EIR03086-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03087-IYA,,Holiday home,Holiday home,W,,,,Ballylickey,,51.721535,-9.437774,2,0,80.0,Net,,EIR03087-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03088-IYA,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR03088-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03088-IYB,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR03088-IYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03088-IYC,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR03088-IYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03088-IYD,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR03088-IYD-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03088-IYE,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR03088-IYE-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03088-IYF,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR03088-IYF-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03089-DYA,,Holiday home,Holiday home,W,,,,Killarney,,52.059935,-9.504427,2,0,80.0,Net,,EIR03089-DYA-01,,,2965174.0,,,55,Local Office,,,DE,DE,,,
EIR03090-L,,Holiday home,Holiday home,W,,,,Firies,0,52.17019,-9.59718,2,0,80.0,Net,,EIR03090-L-01,,,2992357.0,,,55,Local Office,,,DE,DE,,,
EIR03093-LYA,,Holiday home,Holiday home,W,,,,Ballybunion,0,52.51108,-9.67097,2,0,80.0,Net,,EIR03093-LYA-01,,,2965179.0,,,55,Local Office,,,DE,DE,,,
EIR03095-F,"holiday home, Valentia Island-Radharc na Mara",Holiday home,Holiday home,W,,Ireland,Südirland,Valentia Island,V23A962,51.914314,-10.333214,6,0,185.0,Net,,EIR03095-F-01,"4471240,447124002,13512206",,2965190.0,,,1047008,,,2021-09-24,EN,IE,Valentia Island,0-,www.valentiaislandcottages.com
EIR03096-F,,Holiday home,Holiday home,W,,,,Dingle,V92EV52,52.140939,-10.264014,2,0,80.0,Net,,EIR03096-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03097-L,,Holiday home,Holiday home,W,,,,Ventry,0,52.133311,-10.36171,2,0,80.0,Net,,EIR03097-L-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03099-F,,Holiday home,Holiday home,W,,,,Waterville,0,44.552011,-69.631712,2,0,80.0,Net,,EIR03099-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03100-LYA,,Holiday home,Holiday home,W,,,,Dingle,V92EV52,52.140939,-10.264014,2,0,80.0,Net,,EIR03100-LYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031001-F,Holiday Home Horse Island View Ballinskelligs Co Kerry,Holiday home,Holiday home,W,,Ireland,Südirland,Ballinskelligs,0-,51.826763,-10.272949,6,0,180.0,Net,2023-01-18,EIR031001-F-01,"4471244,447124402,13512225",,2965195.0,,8.5,1047151,,,2021-09-24,EN,IE,Ballinskelligs,0-,www.horseislandview.kerry-ireland.com
EIR031002-F,,Holiday home,Holiday home,W,,,,Castlemaine,0,-37.058136,144.218501,2,0,80.0,Net,,EIR031002-F-01,,,2965200.0,,,55,Local Office,,,DE,DE,,,
EIR031003-FYA,Rossbeigh Beach Holiday Cottages in Glenbeigh Co Kerry,Holiday home,Holiday home,W,,Ireland,Südirland,Glenbeigh,V93P6K7,52.052616,-9.976563,7,0,85.0,Net,2022-09-07,EIR031003-FYA-01,"8676586,867658602,29597179",,2965205.0,,8.4,1047294,,,2021-09-24,EN,IE,Glenbeigh,00,www.glenbeighholidays.com
EIR031004-L,,Holiday home,Holiday home,W,,,,Caherciveen,0,51.947799,-10.220905,2,0,80.0,Net,,EIR031004-L-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031005-IYA,,Holiday home,Holiday home,W,,,,Killarney,,52.059935,-9.504427,2,0,80.0,Net,,EIR031005-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031006-F,,Holiday home,Holiday home,W,,,,Inch,,40.006467,-83.010354,2,0,80.0,Net,,EIR031006-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031007-F,,Holiday home,Holiday home,W,,,,Bantry,0,51.68008,-9.452576,2,0,80.0,Net,,EIR031007-F-01,,,2965209.0,,,55,Local Office,,,DE,DE,,,
EIR031008-FYC,,Holiday home,Holiday home,W,,,,Fota Island,,51.899167,-8.298333,2,0,80.0,Net,,EIR031008-FYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031008-IYA,Holiday Resort Fota Island - two bed terraced lodge Cork,Holiday home,Holiday home,W,,Ireland,Südirland,Fota Island,T45HX62,51.90036,-8.292429,4,0,,Net,2022-01-21,EIR031008-IYA-01 - EIR031008-IYA-02,"4716105,471610502,14013267",,2965212.0,,,1047387,,,2021-09-24,EN,IE,Fota Island,T45HX62,www.fotaisland.ie
EIR031008-IYB,Holiday Resort Fota Island - three bed terraced lodge in Cork,Holiday home,Holiday home,W,,Ireland,Südirland,Fota Island,T45HX62,51.90036,-8.292429,5,0,,Net,2022-01-21,EIR031008-IYB-01 - EIR031008-IYB-02,"4716105,471610503,38193550",,2965219.0,,,1047387,,,2021-09-24,EN,IE,Fota Island,T45HX62,www.fotaisland.ie
EIR031009-F,"holiday home, Kenmare-49247",Holiday home,Holiday home,W,,Ireland,Südwestirland,Kenmare,0-,51.854805,-9.611389,4,0,,Exclusive revenue management flexibility (FME),,EIR031009-F-01,,,2965224.0,,,1047398,,,2021-09-24,EN,IE,Kenmare,00,www.kenmarerentals.com
EIR03101-L,,Holiday home,Holiday home,W,,,,Dingle,V92EV52,52.140939,-10.264014,2,0,80.0,Net,,EIR03101-L-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031010-I,"Terraced house, Kenmare-41313",Holiday home,Holiday home,W,,Ireland,Südwestirland,Kenmare,0-,51.87979,-9.585642,4,0,,Exclusive revenue management flexibility (FME),,EIR031010-I-01,,,2965229.0,,,1047398,,,2021-09-24,EN,IE,Kenmare,00,www.kenmarerentals.com
EIR031011-FYB,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031011-FYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031011-L,"Semi-detached house, Kenmare-41315",Holiday home,Holiday home,W,,Ireland,Südwestirland,Kenmare,,51.88167,-9.59805,6,0,137.0,Exclusive revenue management flexibility (FME),,EIR031011-L-01,,,2965232.0,,,1047398,,,2021-09-24,EN,IE,Kenmare,00,www.kenmarerentals.com
EIR031011-LYC,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031011-LYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031012-F,,Holiday home,Holiday home,W,,,,Inch,,40.006467,-83.010354,2,0,80.0,Net,,EIR031012-F-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031013-FYB,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-FYB-01,,,5020043.0,,,55,Local Office,,,DE,DE,,,
EIR031013-FYC,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-FYC-01,,,5020044.0,,,55,Local Office,,,DE,DE,,,
EIR031013-LYA,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-LYA-01,,,2993068.0,,,55,Local Office,,,DE,DE,,,
EIR031013-LYD,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-LYD-01,,,2993069.0,,,55,Local Office,,,DE,DE,,,
EIR031013-LYE,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-LYE-01,,,2993070.0,,,55,Local Office,,,DE,DE,,,
EIR031013-LYF,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-LYF-01,,,2993071.0,,,55,Local Office,,,DE,DE,,,
EIR031013-LYG,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-LYG-01,,,2993073.0,,,55,Local Office,,,DE,DE,,,
EIR031013-LYH,,Holiday home,Holiday home,W,,,,Kenmare,,51.880102,-9.58352,2,0,80.0,Net,,EIR031013-LYH-01,,,2993074.0,,,55,Local Office,,,DE,DE,,,
EIR031014-P,,Holiday home,Holiday home,W,,,,Ballyduff,0,52.454552,-9.662905,2,0,80.0,Net,,EIR031014-P-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031015-BYB,"Terraced Houses, Dingle-one storey bungalow",Bungalow,Bungalow,W,,Ireland,Südirland,Dingle,V92EV52,52.140366,-10.281341,5,0,,Net,2022-12-22,EIR031015-BYB-01,"4731503,473150302,14013276",,2965235.0,,8.5,1047533,,,2021-09-24,EN,IE,Dingle,V92EV52,www.dinglecottages.com
EIR031015-IYA,"Terraced Houses, Dingle-two storey house",Apartment,Apartment,W,,Ireland,Südirland,Dingle,V92EV52,52.140366,-10.281341,5,0,,Net,2022-12-22,EIR031015-IYA-01 - EIR031015-IYA-02 - EIR031015-IYA-03 - EIR031015-IYA-04 - EIR031015-IYA-05 - EIR031015-IYA-06,"4731505,473150502,14013281",,2965240.0,,8.5,1047533,,,2021-09-24,EN,IE,Dingle,V92EV52,www.dinglecottages.com
EIR031016-F,,Holiday home,Holiday home,W,,,,Bonane,0,51.815508,-9.538403,2,0,80.0,Net,,EIR031016-F-01,,,2965245.0,,,55,Local Office,,,DE,DE,,,
EIR031017-P,"Holiday flat, Templenoe-Atlantic View",Apartment,Apartment,W,,Ireland,Südwestirland,Templenoe,V93F291,51.86248,-9.686542,4,0,132.0,Net,,EIR031017-P-01,"5379793,537979302,15321466",,2965251.0,,,1047580,,,2021-09-24,EN,IE,Templenoe,V93F291,
EIR031018-F,"holiday home, Allihies-Twomey's Lodge",Holiday home,Holiday home,W,,Ireland,Südirland,Allihies,P75NP48,51.637733,-10.031377,7,0,,Net,,EIR031018-F-01,"5379794,537979402,15321468",,2965254.0,,,1047589,,,2021-09-24,EN,IE,Kenmare,V93C658,
EIR031019-IYA,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR031019-IYA-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031019-IYB,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR031019-IYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031019-IYC,,Holiday home,Holiday home,W,,,,Durrus,0,51.621711,-9.521993,2,0,80.0,Net,,EIR031019-IYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR03102-F,"holiday home, Inch-Árd na Gréine",Holiday home,Holiday home,W,,Ireland,Südirland,Inch,,52.148857,-9.955175,6,0,,Exclusive revenue management flexibility (FME),,EIR03102-F-01,"4471250,447125002,13512232",,2965298.0,,9.0,1047029,,,2021-09-24,EN,IE,Inch,00,
EIR031020-A,,Holiday home,Holiday home,W,,,,Bonane,0,51.815508,-9.538403,2,0,80.0,Net,,EIR031020-A-01,,,2965260.0,,,55,Local Office,,,DE,DE,,,
EIR031021-LYA,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR031021-LYA-01,,,2965262.0,,,55,Local Office,,,DE,DE,,,
EIR031021-LYB,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR031021-LYB-01,,,2965268.0,,,55,Local Office,,,DE,DE,,,
EIR031021-LYC,,Holiday home,Holiday home,W,,,,Knightstown,0,39.795601,-85.526363,2,0,80.0,Net,,EIR031021-LYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031022-IYA,"Terraced Houses Shanagarry Holiday Village, Shanagarry-533480",Apartment,Apartment,W,,Ireland,Südirland,Shanagarry,,51.85555,-8.030472,7,0,,Net,,EIR031022-IYA-01,,,5087860.0,,,1045294,,,2021-09-24,EN,IE,Limerick,0,www.rentacottage.ie
EIR031022-IYB,,Holiday home,Holiday home,W,,,,Shanagarry,,51.852712,-8.029925,2,0,80.0,Net,,EIR031022-IYB-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031022-IYC,,Holiday home,Holiday home,W,,,,Shanagarry,,51.852712,-8.029925,2,0,80.0,Net,,EIR031022-IYC-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031022-IYD,,Holiday home,Holiday home,W,,,,Shanagarry,,51.852712,-8.029925,2,0,80.0,Net,,EIR031022-IYD-01,,,,,,55,Local Office,,,DE,DE,,,
EIR031023-F,"holiday home, Inch-Suaimhneas",Holiday home,Holiday home,W,,Ireland,Südirland,Inch,V92R8D9,52.145866,-9.973156,6,0,121.0,Net,,EIR031023-F-01,"4721918,472191802,14017773",,2965274.0,,,1047656,,,2021-09-24,EN,IE,Tralee,00,
EIR031024-P,"Holiday flat, Kenmare-3 bedroom apartment, 1st floor",Apartment,Apartment,W,,Ireland,Südwestirland,Kenmare,0000,51.87827,-9.583094,6,0,120.0,Net,,EIR031024-P-01,"7904678,790467802,24402347",,2965277.0,,,1047658,,,2021-09-24,EN,IE,Kenmare,00,
EIR031025-P,"Holiday flat, Kenmare-Basement apartment",Apartment,Apartment,W,,Ireland,Südwestirland,Kenmare,,51.87826,-9.583104,6,0,90.0,Net,,EIR031025-P-01,,,2965282.0,,,1047658,,,2021-09-24,EN,IE,Kenmare,00,
EIR031026-F,,Holiday home,Holiday home,W,,,,Bonane,0,51.815508,-9.538403,2,0,80.0,Net,,EIR031026-F-01,,,2965288.0,,,55,Local Office,,,DE,DE,,,
EIR031027-L,"Semi-detached house, Kenmare-41937",Holiday home,Holiday home,W,,Ireland,Südwestirland,Kenmare,,51.881714,-9.598023,6,0,137.0,Exclusive revenue management flexibility (FME),,EIR031027-L-01,,,2965292.0,,,1047398,,,2021-09-24,EN,IE,Kenmare,00,www.kenmarerentals.com
